time,susceptible,exposed,infected,recovered,new_exposed,new_infected,new_recovered,deaths,error
145,0.9960721682324286,0.000404724431167414,0.0005097401953051024,0.002867852023975348,4.386308662253224e-05,5.2205146041541435e-05,6.074902947875247e-05,0.00014551511712352337,1.0
146,0.9960289778925334,0.00039651692109387275,0.000499245346358607,0.0029270537359812198,4.258486784058728e-05,5.1330575296000154e-05,5.967263471500935e-05,0.00014813882936014723,0.9999999327253273
147,0.9959866621233837,0.00038824213634759745,0.0004895577934849189,0.0029847081305142105,4.218121980418361e-05,5.0388729877724915e-05,5.785621855119283e-05,0.00015056071757856926,0.999999730901309
148,0.9959451536503069,0.0003805728236559277,0.0004799375152839647,0.0030412861302834583,4.164302242231205e-05,4.9446884459449684e-05,5.644345042377998e-05,0.00015311715514245916,1.0000000672746727
149,0.9959037797265755,0.0003733744336733956,0.00047058633577394635,0.0030967204606162295,4.123937438590838e-05,4.843776436844051e-05,5.5434330332770806e-05,0.00015547176868814725,0.9999999327253272
150,0.9958634821976079,0.0003665796917272671,0.00046157152962759767,0.003150607473476119,4.0432078313101035e-05,4.736136960469739e-05,5.395428753262401e-05,0.00015769183288836744,0.9999999327253272
151,0.9958234537673312,0.0003605249711812121,0.00045282582217218484,0.0032032835422267985,3.989388093122947e-05,4.64867988591561e-05,5.301244211434878e-05,0.00016011372110678946,1.0000002018240182
152,0.9957839635344364,0.00035406660259875333,0.00044448376275317564,0.0032548832162137345,3.955750756755975e-05,4.561222811361481e-05,5.1532399314201985e-05,0.00016233378530700965,0.9999997309013091
153,0.9957452805976144,0.0003480791567254322,0.00043620897800690034,0.0033058101434733306,3.8884760840220297e-05,4.487220671354142e-05,5.079237791412859e-05,0.00016462112417996378,0.9999999999999999
154,0.995706934034156,0.00034195716150664323,0.000428068742606093,0.003355997049332854,3.801019009467901e-05,4.393036129526619e-05,5.011963118678914e-05,0.0001667066390347161,0.9999996636266364
155,0.9956701347881706,0.00033563334226965235,0.0004201303312234875,0.00340470391239223,3.7270168694605615e-05,4.3392163913394624e-05,4.9446884459449684e-05,0.00016899397790767022,0.9999995963519636
156,0.9956332682675123,0.00032984772041453307,0.00041219191984088197,0.0034533435007788726,3.673197131273405e-05,4.2517593167853336e-05,4.830321502297262e-05,0.00017081039407148673,0.9999994618026181
157,0.9955972763175996,0.00032453302126855143,0.0004045226071492122,0.003500503046365368,3.619377393086249e-05,4.1844846440513886e-05,4.736136960469739e-05,0.00017309773294444088,0.9999999327253273
158,0.9955624953117962,0.00031820920203156055,0.00039732421716668004,0.003547124394569992,3.47137311307157e-05,4.130664905864232e-05,4.621770016822032e-05,0.00017511597312645924,1.0000002690986907
159,0.9955281852287019,0.0003126926788673771,0.00039012582718414796,0.0035923329746472034,3.451190711251386e-05,4.0028430276697366e-05,4.5410404095412975e-05,0.00017693238929027575,1.0000002690986909
160,0.9954943460683168,0.00030677250766678987,0.00038312926121981765,0.0036368688079970748,3.3906435057908356e-05,3.9355683549357916e-05,4.446855867713774e-05,0.000179085178817762,1.0000002018240182
161,0.9954610451053134,0.0003015250831935422,0.0003759981459100195,0.0036802609719104695,3.330096300330285e-05,3.8682936822018466e-05,4.345943858612857e-05,0.00018103614432704641,0.9999998654506546
162,0.9954283496143648,0.00029627765872029447,0.000369203403963891,0.0037234513118056625,3.26282162759634e-05,3.7942915421945065e-05,4.278669185878912e-05,0.0001826507364726611,0.9999999327253272
163,0.9953965286941616,0.0002908284102288449,0.0003623413873450286,0.003765565256937112,3.168637085768817e-05,3.7270168694605615e-05,4.218121980418361e-05,0.0001846017019819455,0.9999998654506547
164,0.9953650441473221,0.0002854464364101293,0.00035601756810803775,0.0038071410046866903,3.134999749401844e-05,3.6597421967266164e-05,4.1575747749578104e-05,0.0001866872168366978,1.0000003363733636
165,0.9953345014459009,0.00028006446259141364,0.0003492228261619093,0.003847774907017993,3.087907478488082e-05,3.599194991266066e-05,4.09702756949726e-05,0.00018823453430957853,0.9999997981759818
166,0.9953040932938252,0.00027468248877269804,0.0003431681056158542,0.0038876015132764887,3.0340877403009264e-05,3.525192851258726e-05,4.009570494943131e-05,0.00019005095047339504,0.9999995963519637
167,0.9952739542404404,0.0002700405363540558,0.0003367097370333955,0.003927091746171315,3.000450403933954e-05,3.491555514891753e-05,3.9355683549357916e-05,0.00019173281729174368,0.999999529077291
168,0.9952448915818193,0.0002653985839354136,0.0003307895658328083,0.003965438309629663,2.9533581330201923e-05,3.417553374884414e-05,3.8413838131082684e-05,0.00019341468411009232,0.9999999327253272
169,0.9952154925498345,0.00026095845553497323,0.000325071218650423,0.004003515774397076,2.8928109275596416e-05,3.350278702150469e-05,3.7942915421945065e-05,0.0001951638256011749,1.0000002018240182
170,0.9951869008139226,0.00025665287648000073,0.00031948742081350554,0.00404058411907348,2.859173591192669e-05,3.316641365783496e-05,3.706834467640378e-05,0.00019691296709225745,1.000000538197382
171,0.9951586454513743,0.0002522800227522943,0.0003139036229765881,0.0040767778930043425,2.8255362548256962e-05,3.2560941603229456e-05,3.646287262179827e-05,0.00019812391120146847,0.999999730901309
172,0.9951312646595717,0.00024777261967912,0.0003082525504669367,0.004112568018898801,2.744806647544962e-05,3.175364553042211e-05,3.558830187625698e-05,0.00019994032736528499,0.9999997981759818
173,0.9951042875158054,0.0002436015899696154,0.0003028705766482211,0.00414768539806592,2.6842594420844115e-05,3.1148173475816605e-05,3.5050104494385426e-05,0.00020128582081996389,0.9999997309013091
174,0.9950779158440937,0.0002395651096055787,0.00029748860282950544,0.004182197305178434,2.6573495729908333e-05,3.087907478488082e-05,3.451190711251386e-05,0.0002029004129655786,1.0000000672746727
175,0.9950518132710728,0.0002353940798960741,0.0002923084530289917,0.004216103740236342,2.6169847693504665e-05,3.013905338480743e-05,3.4040984403376244e-05,0.00020444773043845933,1.0000000672746725
176,0.9950261816207613,0.00023135759953203737,0.0002872628525739458,0.0042495392525851135,2.5900749002568883e-05,2.9735405348403757e-05,3.330096300330285e-05,0.000206062322584074,1.0000004036480366
177,0.9950002808717586,0.00022772476720440434,0.000282149977446166,0.004282167468861077,2.56316503116331e-05,2.899538394833036e-05,3.269549094869734e-05,0.00020747509071148684,0.9999997981759818
178,0.9949753892428471,0.00022402466020403735,0.000277171651663854,0.0043143247624279025,2.5160727602495486e-05,2.8659010584660635e-05,3.222456823955973e-05,0.00020868603482069787,0.9999995963519636
179,0.9949510358113174,0.0002205263772218722,0.00027232787522700995,0.004346078407958325,2.4891628911559708e-05,2.8120813202789072e-05,3.1551821512220274e-05,0.00021003152827537677,1.0
180,0.9949264805557695,0.00021729719293064285,0.0002676186481356338,0.004377024757415939,2.42861568569542e-05,2.7649890493651456e-05,3.094634945761477e-05,0.0002114442964027896,0.9999998654506544
181,0.9949031362443308,0.00021319343789387218,0.0002633803437533953,0.004407432909491683,2.3344311438678966e-05,2.704441843904595e-05,3.0475426748477155e-05,0.00021285706453020247,0.9999999999999999
182,0.9948820119970924,0.00020787873874789052,0.0002586711166620191,0.004437437413531023,2.1124247238458777e-05,2.6708045075376224e-05,2.993722936660559e-05,0.0002144043820030832,1.0000004036480363
183,0.9948609550245266,0.000202362215583707,0.00025456736162524844,0.004466836445515756,2.0922423220256943e-05,2.6304397038972555e-05,2.9197207966532194e-05,0.00021541350209409237,1.0000001345493454
184,0.9948400326013064,0.00019704751643772535,0.00025026178257027594,0.004495764554791353,2.065332452932116e-05,2.596802367530283e-05,2.8928109275596416e-05,0.00021675899554877127,0.9999998654506544
185,0.9948195811007953,0.0001922037400008813,0.00024582165416983556,0.004524356290703279,2.051877518385327e-05,2.5295276947963377e-05,2.84571865664588e-05,0.00021803721433071623,0.9999999999999999
186,0.9947997350723388,0.00018749451290950514,0.00024117970175119337,0.004552140730542399,1.9913303129247764e-05,2.482435423882576e-05,2.8053538530055128e-05,0.0002193154331126612,0.9999998654506547
187,0.9947804272412641,0.00018339075787273448,0.00023653774933255116,0.004579588797017848,1.9644204438311983e-05,2.3949783493284473e-05,2.744806647544962e-05,0.00022012272918546855,1.0000000672746727
188,0.9947610521355168,0.00017921972816322987,0.00023142487420477133,0.004606700490129628,1.9375105747376205e-05,2.3478860784146857e-05,2.677531974811017e-05,0.00022140094796741348,0.999999798175982
189,0.9947419461284603,0.00017558689583559685,0.00022671564711339515,0.004633206711186803,1.8769633692770698e-05,2.2940663402275297e-05,2.63716717117065e-05,0.00022288099076756029,1.0000003363733638
190,0.9947234455934585,0.00017155041547156015,0.00022173732133108322,0.004659107460189372,1.8635084347302807e-05,2.2402466020403734e-05,2.6102573020770718e-05,0.0002238228361858355,0.9999996636266364
191,0.9947053487064931,0.0001679175831439271,0.00021702809423970707,0.004685075483864674,1.8298710983633082e-05,2.1796993965798228e-05,2.56316503116331e-05,0.00022496650562231257,1.0000003363733636
192,0.9946871845448548,0.00016415020147082617,0.00021204976845739512,0.004710370760812638,1.816416163816519e-05,2.152789527486245e-05,2.5362551620697324e-05,0.0002260429003860557,0.9999997981759817
193,0.994669693129944,0.00016038281979772524,0.00020747509071148684,0.004735060565705995,1.7424140238091794e-05,2.1124247238458777e-05,2.5026178257027595e-05,0.0002270520204770649,0.9999996636266362
194,0.9946528744617605,0.00015668271279735825,0.00020303496231104646,0.004759212173217482,1.7155041547156013e-05,2.0855148547522996e-05,2.4218882184220254e-05,0.00022806114056807405,0.9999998654506544
195,0.9946355848708679,0.00015338625383339493,0.00019893120727427582,0.0047829601326925646,1.7155041547156013e-05,2.0182401820183546e-05,2.3613410129614747e-05,0.00022913753533181718,1.0
196,0.994619371674739,0.0001504934429058353,0.00019442380420110148,0.004805698972076638,1.6616844165284453e-05,1.9375105747376205e-05,2.320976209321108e-05,0.0002302139300955603,1.0000002018240182
197,0.9946031584786101,0.0001478024559964775,0.00018991640112792717,0.004828101438097042,1.634774547434867e-05,1.903873238370648e-05,2.233519134766979e-05,0.00023115577551383553,1.0000001345493454
198,0.9945871471064995,0.0001449769197416518,0.0001854762727274868,0.004850032981408308,1.5944097437945e-05,1.8635084347302807e-05,2.1864268638532175e-05,0.00023209762093211078,0.9999997309013091
199,0.994571606657098,0.000142285932832294,0.00018170889105438586,0.004871628151355905,1.5607724074275274e-05,1.8365985656367026e-05,2.139334592939456e-05,0.000233039466350386,1.0000002690986909
200,0.99455640258106,0.00013952767125020225,0.00017767241069034914,0.004892886947939831,1.527135071060555e-05,1.8231436310899135e-05,2.1191521911192724e-05,0.0002337794877504594,1.0000002690986909
201,0.9945412657796949,0.0001367694096681105,0.00017363593032631243,0.0049132038991054824,1.500225201966977e-05,1.7827788274495466e-05,2.065332452932116e-05,0.00023472133316873464,0.9999995963519634
202,0.994526330802348,0.00013428024677695452,0.00016980127398047757,0.00493378994896207,1.4665878656000042e-05,1.7289590892623903e-05,2.024967649291749e-05,0.00023559590391427593,0.9999997981759818
203,0.9945117321983648,0.0001317238092130646,0.00016623571632557848,0.004953635977418583,1.4531329310532153e-05,1.7155041547156013e-05,1.984602845651382e-05,0.00023647047465981722,0.9999997981759818
204,0.9944978736157816,0.0001291673716491747,0.0001625356093252115,0.004972943808493226,1.4127681274128481e-05,1.6818668183486287e-05,1.9375105747376205e-05,0.0002373450454053585,0.9999998654506546
205,0.9944839477585257,0.00012688003277622054,0.00015964279839765185,0.004991713442185996,1.3858582583192701e-05,1.6482294819816562e-05,1.8769633692770698e-05,0.00023801779213269796,1.0000002018240182
206,0.9944702909999606,0.00012459269390326642,0.0001564808887791564,0.005010012153169629,1.3454934546789031e-05,1.607864678341289e-05,1.8231436310899135e-05,0.00023895963755097318,1.0000003363733638
207,0.994456297868032,0.0001221708056848444,0.00015358807785159677,0.005027974490789593,1.3253110528587195e-05,1.5809548092477112e-05,1.816416163816519e-05,0.0002395651096055787,0.9999995963519637
208,0.994443381130867,0.00012008529083009209,0.00015042616823310136,0.005045533180373153,1.3118561183119304e-05,1.5338625383339496e-05,1.762596425629363e-05,0.00024057422969658786,1.0
209,0.9944301952950112,0.00011820159999354163,0.0001478024559964775,0.005062620947247574,1.291673716491747e-05,1.5204076037871604e-05,1.7289590892623903e-05,0.0002413815257693952,1.0000002018240182
210,0.9944175476565372,0.00011611608513878933,0.00014484237039618392,0.005079708714121996,1.2849462492183524e-05,1.4665878656000042e-05,1.6953217528954178e-05,0.00024205427249673466,1.0000002690986909
211,0.9944061782368452,0.00011228142879295446,0.000142285932832294,0.005096191008941813,1.110032100110095e-05,1.4598603983266097e-05,1.6818668183486287e-05,0.00024279429389680805,0.999999730901309
212,0.9943950106411713,0.00010905224450172509,0.0001395949459229362,0.0051126733037616294,1.0898496982899114e-05,1.4464054637798208e-05,1.634774547434867e-05,0.00024339976595141356,0.9999997309013091
213,0.994384246693534,0.00010555396151955995,0.00013703850835904626,0.005128550126526841,1.0898496982899114e-05,1.3858582583192701e-05,1.607864678341289e-05,0.0002442070620242209,0.9999995963519636
214,0.994373617295242,0.0001027956999374682,0.0001342129721042206,0.005144494223964785,1.0562123619229389e-05,1.3454934546789031e-05,1.567499874700922e-05,0.00024474525940609246,0.9999998654506546
215,0.9943633242703137,9.990288900990856e-05,0.00013132016117666095,0.0051596310253299235,1.0494848946495443e-05,1.2984011837651415e-05,1.5473174728807383e-05,0.00024548528080616585,0.9999996636266364
216,0.9943533003440763,9.741372611875258e-05,0.00012856189959456918,0.005174902376040529,1.0293024928293609e-05,1.2647638473981688e-05,1.500225201966977e-05,0.00024609075286077136,1.0000002690986909
217,0.9943430745938208,9.485728855486267e-05,0.0001253327153033398,0.005189568254696529,1.0158475582825718e-05,1.2109441092110127e-05,1.4665878656000042e-05,0.00024676349958811084,0.9999995963519636
218,0.9943335888649653,9.250267500917459e-05,0.00012250717904851413,0.005204301408025263,1.0023926237357827e-05,1.2042166419376182e-05,1.4464054637798208e-05,0.0002475035209881842,1.0000004036480363
219,0.9943238340374189,9.001351211801861e-05,0.00011961436812095448,0.005218361814626657,9.754827546422048e-06,1.1773067728440402e-05,1.4396779965064263e-05,0.0002479744436973218,0.9999997981759817
220,0.9943144828579088,8.799527193600026e-05,0.000116519733175193,0.005232489495900786,9.553003528220212e-06,1.1369419692036731e-05,1.3858582583192701e-05,0.0002485799157519273,1.0000000672746727
221,0.994304593481017,8.617885577218374e-05,0.00011335782355669758,0.005246415353156713,9.754827546422048e-06,1.1302145019302786e-05,1.3522209219522975e-05,0.0002492526624792668,0.9999997981759818
222,0.9942953768508523,8.449698895383511e-05,0.00011080138599280766,0.005259937562376236,9.553003528220212e-06,1.110032100110095e-05,1.318583585585325e-05,0.0002497235851884044,1.0000003363733636
223,0.9942850165512513,8.375696755376171e-05,0.00010797584973798197,0.005272787024868419,1.0494848946495443e-05,1.0898496982899114e-05,1.2984011837651415e-05,0.00025039633191574387,0.9999999327253273
224,0.9942744544276322,8.321877017189016e-05,0.00010555396151955995,0.0052854346633424,1.0427574273761498e-05,1.083122231016517e-05,1.2513089128513798e-05,0.0002509345292976154,0.9999995963519637
225,0.9942647668747584,8.294967148095437e-05,0.00010293024928293608,0.005297745928452713,1.0158475582825718e-05,1.0293024928293609e-05,1.2176715764844072e-05,0.0002513381773340191,0.999999730901309
226,0.9942513119402117,8.617885577218374e-05,0.00010064291040998194,0.005309855369544823,1.318583585585325e-05,1.0360299601027553e-05,1.1840342401174347e-05,0.00025187637471589064,0.9999998654506547
227,0.9942379915550104,8.934076539067916e-05,9.882649424616543e-05,0.005321695711945997,1.291673716491747e-05,1.0293024928293609e-05,1.1436694364770675e-05,0.0002525491214432301,1.0000004036480363
228,0.9942250075431727,9.203175230003696e-05,9.741372611875258e-05,0.0053329978569653,1.2849462492183524e-05,1.0293024928293609e-05,1.1302145019302786e-05,0.0002530200441523677,1.000000470922709
229,0.9942122253553533,9.391544313658743e-05,9.606823266407368e-05,0.005344030903293667,1.2580363801247743e-05,1.083122231016517e-05,1.1033046328367005e-05,0.00025322186817056954,0.9999994618026182
230,0.9941999813649156,9.553003528220212e-05,9.586640864587184e-05,0.005355131224294768,1.2513089128513798e-05,1.110032100110095e-05,1.083122231016517e-05,0.00025396188957064293,1.000000470922709
231,0.9941869300784053,9.674097939141313e-05,9.606823266407368e-05,0.0053656933479139975,1.2513089128513798e-05,1.1436694364770675e-05,1.0763947637431225e-05,0.0002546346362979824,1.0000000672746727
232,0.9941744169892768,9.788464882789019e-05,9.647188070047735e-05,0.0053762554715332265,1.2647638473981688e-05,1.150396903750462e-05,1.0629398291963334e-05,0.0002550382843343861,1.0000000672746727
233,0.9941615002521118,9.949924097350488e-05,9.727917677328469e-05,0.0053866157711342545,1.2849462492183524e-05,1.150396903750462e-05,1.0360299601027553e-05,0.00025544193237078976,1.0000003363733636
234,0.994148314416256,0.0001011811077918535,9.808647284609203e-05,0.005396639697371612,1.3051286510385359e-05,1.1571243710238566e-05,1.0091200910091773e-05,0.00025577830573445947,0.9999999999999999
235,0.9941347922070365,0.00010306479862840397,9.949924097350488e-05,0.005406259975572566,1.3253110528587195e-05,1.150396903750462e-05,9.889376891889937e-06,0.0002562492284435971,0.9999998654506546
236,0.9941212027231442,0.0001048812147922205,0.00010084473442818378,0.00541621662713719,1.3522209219522975e-05,1.1638518382972511e-05,1.0023926237357827e-05,0.00025685470049820257,1.0
237,0.9941074114152337,0.00010689945497423885,0.00010219022788286268,0.005426240553374548,1.372403323772481e-05,1.2042166419376182e-05,1.0023926237357827e-05,0.0002570565245164044,0.9999997981759817
238,0.9940932164592868,0.00010911951917445904,0.00010353572133754158,0.005436264479611906,1.3993131928660592e-05,1.2109441092110127e-05,1.0293024928293609e-05,0.0002577292712437439,0.9999998654506546
239,0.9940785505806309,0.00011127230870194529,0.00010454484142855077,0.005446826603231135,1.4262230619596372e-05,1.2176715764844072e-05,1.069667296469728e-05,0.0002584020179710833,0.9999995963519636
240,0.9940641538006658,0.00011268507682935812,0.0001068321803015049,0.005457456001523099,1.4598603983266097e-05,1.332038520132114e-05,1.0898496982899114e-05,0.0002589402153529549,1.0000000672746727
241,0.9940491515486461,0.00011429966897497281,0.00010905224450172509,0.005468489047851466,1.500225201966977e-05,1.3387659874055086e-05,1.110032100110095e-05,0.0002594111380620925,1.0000004036480366
242,0.9940336110992446,0.00011604881046605539,0.00011107048468374345,0.005479320270161631,1.540590005607344e-05,1.3454934546789031e-05,1.110032100110095e-05,0.00025981478609849617,0.9999998654506544
243,0.9940175997271339,0.00011847069868447742,0.0001130887248657618,0.005490286041817264,1.5944097437945e-05,1.3522209219522975e-05,1.1033046328367005e-05,0.0002604202581531017,0.9999998654506543
244,0.9940011174323141,0.00012095986157563338,0.00011537606373871594,0.005501386362818364,1.6280470801614728e-05,1.372403323772481e-05,1.123487034656884e-05,0.00026116027955317507,1.0
245,0.9939845678628215,0.0001236508484849912,0.00011773067728440402,0.005512486683819466,1.6684118838018397e-05,1.3858582583192701e-05,1.1369419692036731e-05,0.00026156392758957875,0.9999999999999999
246,0.9939674128212744,0.00012640911006708293,0.00012001801615735815,0.005523721554166035,1.7020492201688122e-05,1.4127681274128481e-05,1.1571243710238566e-05,0.0002622366743169182,0.9999997981759818
247,0.9939497868570181,0.0001296382943583123,0.00012243990437578017,0.005535427347221741,1.7289590892623903e-05,1.4464054637798208e-05,1.1638518382972511e-05,0.00026290942104425765,1.0000002018240182
248,0.9939317572447254,0.0001327329293040738,0.0001248617925942022,0.005547200414950181,1.7962337619963357e-05,1.4733153328733988e-05,1.1974891746642236e-05,0.00026351489309886316,1.0000000672746727
249,0.9939129876110326,0.00013609666294077104,0.00012714913146715635,0.005559713504078695,1.856780967456886e-05,1.5204076037871604e-05,1.2311265110311963e-05,0.00026425491449893655,1.0000002018240182
250,0.9938941507026672,0.00013939312190473435,0.00012910009697644073,0.005572495691898145,1.903873238370648e-05,1.5473174728807383e-05,1.2580363801247743e-05,0.0002646585625353402,0.9999997981759817
251,0.993874708322247,0.0001427568555414316,0.00013165653454033066,0.0055854124290630625,1.9442380420110148e-05,1.5944097437945e-05,1.2984011837651415e-05,0.0002653985839354136,0.9999999327253272
252,0.9938549968431359,0.0001464569625417986,0.00013434752144968846,0.00559832916622798,1.998057780198171e-05,1.6280470801614728e-05,1.3118561183119304e-05,0.000266138605335487,1.0000002690986909
253,0.9938344780679521,0.00015008979486943162,0.0001372403323772481,0.005611515002083833,2.0586049856587218e-05,1.6751393510752344e-05,1.3118561183119304e-05,0.00026654225337189067,0.9999998654506544
254,0.99381301744735,0.00015419354990620229,0.00014040224199574354,0.005624902661957888,2.1191521911192724e-05,1.708776687442207e-05,1.3387659874055086e-05,0.000267416824117432,0.9999999327253273
255,0.9937916913760934,0.000158230030270239,0.0001437659756324408,0.005638424871177411,2.1796993965798228e-05,1.7289590892623903e-05,1.358948389225692e-05,0.00026795502149930354,1.0000000672746727
256,0.9937694907340912,0.0001625356093252115,0.0001470624345964041,0.0056523507284333375,2.246974069313768e-05,1.789506294722941e-05,1.3656758564990865e-05,0.000268627768226643,1.0000000672746727
257,0.9937463482466706,0.0001670430123983858,0.0001504934429058353,0.005666680233725668,2.2940663402275297e-05,1.8433260329100973e-05,1.3993131928660592e-05,0.0002693677896267164,0.9999999327253272
258,0.993722734836541,0.00017155041547156015,0.0001543280992516702,0.0056812115630362,2.3680684802348695e-05,1.890418303823859e-05,1.4396779965064263e-05,0.00027017508569952375,1.0
259,0.9936989196023932,0.00017572144518106475,0.000158230030270239,0.005696079265710402,2.3613410129614747e-05,1.9442380420110148e-05,1.4867702674201879e-05,0.00027091510709959714,0.9999998654506546
260,0.9936748352695545,0.0001796906508723675,0.00016213196128880782,0.005711014243057338,2.4218882184220254e-05,2.0115127147449602e-05,1.5069526692403715e-05,0.0002717896778451384,0.9999994618026181
261,0.9936502127393338,0.00018379440590913815,0.0001665720896892482,0.0057266892418043475,2.482435423882576e-05,2.0855148547522996e-05,1.540590005607344e-05,0.0002726642485906797,0.9999999327253272
262,0.9936246483636949,0.00018836908365504643,0.00017094494341695463,0.00574276788858776,2.5429826293431267e-05,2.1191521911192724e-05,1.5876822765211056e-05,0.0002734042699907531,1.0000001345493454
263,0.9935986803400196,0.00019301103607368865,0.0001752505224719271,0.005759048359389374,2.6304397038972555e-05,2.1595169947596393e-05,1.6280470801614728e-05,0.00027427884073629436,1.0000002690986909
264,0.9935715013722352,0.00019812391120146847,0.0001796906508723675,0.005775799752900127,2.6977143766312006e-05,2.22006420022019e-05,1.6751393510752344e-05,0.00027528796082730355,1.0000004036480363
265,0.9935435151083778,0.00020330406100198224,0.0001841307792728079,0.005793022069120017,2.7784439839119347e-05,2.2604290038605572e-05,1.7155041547156013e-05,0.00027602798222737694,1.0
266,0.9935150579218114,0.0002088878588388997,0.0001887727316914501,0.005810580758703577,2.872628525739458e-05,2.3075212747743188e-05,1.762596425629363e-05,0.0002771043769911201,1.0000004036480363
267,0.9934856588898267,0.00021467348069401898,0.00019328013476462442,0.005828677645669008,2.9600856002935866e-05,2.401705816601842e-05,1.8096886965431244e-05,0.00027797894773666135,1.0000002690986909
268,0.9934553180124236,0.00022032455320367036,0.0001983257352196703,0.005847380004689044,3.0408152075743207e-05,2.442070620242209e-05,1.8433260329100973e-05,0.0002790553425004045,1.0000004036480366
269,0.9934243043882932,0.0002261774497315236,0.00020330406100198224,0.005866284187727284,3.121544814855055e-05,2.5160727602495486e-05,1.903873238370648e-05,0.0002801317372641476,1.0000002018240182
270,0.9933924161934173,0.00023223217027757865,0.00020855148547522997,0.0058859283921655955,3.195546954862395e-05,2.583347432983494e-05,1.9442380420110148e-05,0.00028093903333695496,1.0000000672746727
271,0.9933593170544323,0.0002385559895145695,0.00021386618462121163,0.005905976244640311,3.289731496689918e-05,2.650622105717439e-05,1.9913303129247764e-05,0.00028194815342796415,0.9999996636266363
272,0.9933256124433926,0.00024508163276976217,0.0002197863558217988,0.00592642774515143,3.370461103970652e-05,2.731351712998173e-05,2.065332452932116e-05,0.00028302454819170724,0.9999999327253273
273,0.9932922442057165,0.0002503290572430099,0.0002255719776769181,0.005947282893698953,3.316641365783496e-05,2.7784439839119347e-05,2.0989697892990887e-05,0.0002841682176281843,0.9999995963519636
274,0.9932582704959859,0.00025591285507992734,0.00023149214887750527,0.005969147162337486,3.424280842157808e-05,2.859173591192669e-05,2.152789527486245e-05,0.00028537916173739533,1.0000002018240184
275,0.9932227494687824,0.0002617657516077806,0.00023741232007809244,0.005991011430976018,3.531920318532121e-05,2.9466306657467976e-05,2.2133367329467956e-05,0.0002863882818284045,0.9999993272532727
276,0.9931868247935425,0.0002681568455175054,0.00024387068866055117,0.006013750270360091,3.619377393086249e-05,3.0273602730275317e-05,2.2806114056807406e-05,0.0002874646765921476,1.0000000672746727
277,0.9931552056973575,0.0002686950428993769,0.0002498581345338723,0.006036892757780568,3.148454683948633e-05,3.067725076667899e-05,2.3277036765945022e-05,0.00028894471939229445,0.9999995963519636
278,0.9931235193264998,0.00026956961364491824,0.0002561146790981292,0.006060909815946587,3.215729356682578e-05,3.1417272166752386e-05,2.401705816601842e-05,0.00029002111415603755,1.0000001345493454
279,0.9930901510888238,0.0002708478324268632,0.00026216939964418426,0.006085330522149009,3.289731496689918e-05,3.195546954862395e-05,2.455525554788998e-05,0.00029136660761071645,0.9999998654506546
280,0.9930565810271296,0.0002721260512088081,0.00026782047215383566,0.006110558524424238,3.3637336366972575e-05,3.2090018894091837e-05,2.5362551620697324e-05,0.0002927793757381293,0.9999998654506546
281,0.9930221363946897,0.000274749763445432,0.0002725296992452118,0.006136459273426807,3.424280842157808e-05,3.195546954862395e-05,2.6035298348036774e-05,0.0002939903198473403,0.9999998654506544
282,0.9929869517408498,0.00027797894773666135,0.00027656617960924854,0.006162898219811247,3.498282982165148e-05,3.222456823955973e-05,2.650622105717439e-05,0.00029540308797475315,0.9999997981759816
283,0.9929512961643009,0.00028093903333695496,0.0002804008359550834,0.006190279011613963,3.5722851221724876e-05,3.242639225776156e-05,2.6977143766312006e-05,0.0002968831307749,0.9999997981759817
284,0.9929157751370974,0.0002834281962281109,0.0002844373163191201,0.006218332550144018,3.552102720352304e-05,3.303186431236707e-05,2.7784439839119347e-05,0.00029809407488411095,1.0000000672746727
285,0.9928796486378393,0.0002861191831374687,0.00028800287397401917,0.006246655187365009,3.619377393086249e-05,3.357006169423863e-05,2.832263722099091e-05,0.0002996413923569917,1.0000000672746727
286,0.9928429839411993,0.00028867562070135865,0.00029170298097438616,0.006275919670004276,3.6597421967266164e-05,3.4310083094312025e-05,2.926448263926614e-05,0.0003008523364662027,1.0000001345493454
287,0.9928056464978319,0.0002914338822834504,0.00029473034124741373,0.006305587800679945,3.720289402187167e-05,3.4108259076110194e-05,2.9668130675669813e-05,0.00030239965393908346,0.9999997981759817
288,0.9927683090544646,0.0002941248691928082,0.00029809407488411095,0.006335659579392018,3.774109140374323e-05,3.4781005803449644e-05,3.0206328057541373e-05,0.0003038124220664963,0.9999999999999999
289,0.9927301643150244,0.000296815856102166,0.0003015923578662761,0.006366067731467762,3.807746476741296e-05,3.5453752530789095e-05,3.0475426748477155e-05,0.00030535973953937706,1.0
290,0.9926912795541842,0.0002991704696478541,0.00030569611290304677,0.006396677707561707,3.881748616748635e-05,3.60592245853946e-05,3.081180011214688e-05,0.00030704160635772567,0.9999998654506547
291,0.9926522602439986,0.0003036105980482945,0.0003079834517760009,0.006427489507673854,3.922113420389002e-05,3.4781005803449644e-05,3.081180011214688e-05,0.0003085889238306064,0.9999999327253272
292,0.9926125681870854,0.00030771435308506515,0.0003108089880308266,0.006458704955822404,3.969205691302764e-05,3.531920318532121e-05,3.1148173475816605e-05,0.0003100689666307532,0.9999998654506546
293,0.9925725397568088,0.0003119526574673037,0.0003137690736311202,0.006490256777334624,4.0028430276697366e-05,3.5924675239926714e-05,3.1551821512220274e-05,0.00031175083344910185,1.0000002690986909
